"","sample","experiment","sample_type","sample_perc","args","read_count",".y.","n","statistic","df","p","method","p.adj","lab"
"510","A14",1,"Biofilm","WW10","pleuromutilin",7.41221085131e-05,"read_count",75,43.9730431271968,8,5.76e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"511","A14",1,"Biofilm","WW10","polymyxin",0.000652991143276,"read_count",75,16.1863585883515,8,0.0398,"Kruskal-Wallis",0.06368,"Kruskal-Wallis: ns"
"512","A14",1,"Biofilm","WW10","polymyxin_peptide",0,"read_count",75,10.4752252252251,8,0.233,"Kruskal-Wallis",0.310666666666667,"Kruskal-Wallis: ns"
"513","A14",1,"Biofilm","WW10","polymyxin_peptide_polymyxin",0,"read_count",75,19.8166125765658,8,0.0111,"Kruskal-Wallis",0.019304347826087,"Kruskal-Wallis: *"
"514","A14",1,"Biofilm","WW10","polymyxin_peptide_peptide_polymyxin",0,"read_count",75,3.33665385555869,8,0.911,"Kruskal-Wallis",0.911,"Kruskal-Wallis: ns"
"515","A14",1,"Biofilm","WW10","rifamycin",0.0088478390583,"read_count",75,44.6556077694235,8,4.28e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"516","A14",1,"Biofilm","WW10","sulfonamide",0.00254581941607,"read_count",75,44.1620551378446,8,5.3e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"517","A14",1,"Biofilm","WW10","tetracenomycin_c",0,"read_count",75,19.4215759882666,8,0.0128,"Kruskal-Wallis",0.0213333333333333,"Kruskal-Wallis: *"
"518","A14",1,"Biofilm","WW10","tetracycline",0.00176153274999,"read_count",75,58.9842982456141,8,7.37e-10,"Kruskal-Wallis",2.948e-08,"Kruskal-Wallis: ****"
"519","A14",1,"Biofilm","WW10","triclosan",0.00149474459491,"read_count",75,50.5510229604296,8,3.2e-08,"Kruskal-Wallis",3.2e-07,"Kruskal-Wallis: ****"
"520","A14",1,"Biofilm","WW10","unclassified",0.0392090827073,"read_count",75,39.557343358396,8,3.87e-06,"Kruskal-Wallis",1.29e-05,"Kruskal-Wallis: ****"
"521","A15",1,"Biofilm","WW00","aminoglycoside",0.0180640504537,"read_count",75,43.8568295739349,8,6.06e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"522","A15",1,"Biofilm","WW00","aminoglycoside_aminocoumarin",0.000196314833334,"read_count",75,20.8802260564653,8,0.00747,"Kruskal-Wallis",0.0142285714285714,"Kruskal-Wallis: *"
"523","A15",1,"Biofilm","WW00","antibacterial_free_fatty_acids",5.84087752822e-05,"read_count",75,33.1654823357505,8,5.75e-05,"Kruskal-Wallis",0.00014375,"Kruskal-Wallis: ***"
"524","A15",1,"Biofilm","WW00","bacitracin",0.184443358957,"read_count",75,6.53861528822057,8,0.587,"Kruskal-Wallis",0.73375,"Kruskal-Wallis: ns"
"525","A15",1,"Biofilm","WW00","beta_lactam",0.0310614254037,"read_count",75,53.0412656641604,8,1.06e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"526","A15",1,"Biofilm","WW00","bicyclomycin",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"527","A15",1,"Biofilm","WW00","diaminopyrimidine",0.0097767303857,"read_count",75,21.4006685841667,8,0.00616,"Kruskal-Wallis",0.01232,"Kruskal-Wallis: *"
"528","A15",1,"Biofilm","WW00","fluoroquinolone",0.00302856929526,"read_count",75,33.4643859649123,8,5.08e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"529","A15",1,"Biofilm","WW00","fluoroquinolone_multidrug",0,"read_count",75,10.6418918918917,8,0.223,"Kruskal-Wallis",0.307586206896552,"Kruskal-Wallis: ns"
"530","A15",1,"Biofilm","WW00","fluoroquinolone_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"531","A15",1,"Biofilm","WW00","fluoroquinolone_multidrug_2",0,"read_count",75,13.7336280143845,8,0.089,"Kruskal-Wallis",0.127142857142857,"Kruskal-Wallis: ns"
"532","A15",1,"Biofilm","WW00","fluoroquinolone_multidrug_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"533","A15",1,"Biofilm","WW00","fosfomycin",0.000505916609963,"read_count",75,23.8674660476068,8,0.00241,"Kruskal-Wallis",0.00507368421052632,"Kruskal-Wallis: **"
"534","A15",1,"Biofilm","WW00","fosmidomycin",0.0421774040126,"read_count",75,20.0479573934837,8,0.0102,"Kruskal-Wallis",0.0185454545454545,"Kruskal-Wallis: *"
"535","A15",1,"Biofilm","WW00","fusidic_acid",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"536","A15",1,"Biofilm","WW00","glycopeptide",0.00018536338602,"read_count",75,50.0060401002506,8,4.08e-08,"Kruskal-Wallis",3.264e-07,"Kruskal-Wallis: ****"
"537","A15",1,"Biofilm","WW00","mls",0.0565916133845,"read_count",75,30.4295551378446,8,0.000177,"Kruskal-Wallis",0.000416470588235294,"Kruskal-Wallis: ***"
"538","A15",1,"Biofilm","WW00","multidrug",1.34731214529,"read_count",75,48.8275313283208,8,6.86e-08,"Kruskal-Wallis",4.57333333333333e-07,"Kruskal-Wallis: ****"
"539","A15",1,"Biofilm","WW00","multidrug_fluoroquinolone_multidrug",0,"read_count",75,14.4788998673242,8,0.0701,"Kruskal-Wallis",0.107846153846154,"Kruskal-Wallis: ns"
"540","A15",1,"Biofilm","WW00","mupirocin",4.38065814616e-05,"read_count",75,14.1325422032091,8,0.0784,"Kruskal-Wallis",0.116148148148148,"Kruskal-Wallis: ns"
"541","A15",1,"Biofilm","WW00","nitroimidazole",0.00447037884222,"read_count",75,34.5096240601504,8,3.28e-05,"Kruskal-Wallis",0.000100923076923077,"Kruskal-Wallis: ***"
"542","A15",1,"Biofilm","WW00","nucleoside",0,"read_count",75,33.3902986535149,8,5.24e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"543","A15",1,"Biofilm","WW00","oxazolidinone",0,"read_count",75,28.1137249194707,8,0.000453,"Kruskal-Wallis",0.00100666666666667,"Kruskal-Wallis: **"
"544","A15",1,"Biofilm","WW00","peptide",0.00889778140167,"read_count",75,52.6050438596491,8,1.29e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"545","A15",1,"Biofilm","WW00","peptide_polymyxin",0,"read_count",75,7.20043337510444,8,0.515,"Kruskal-Wallis",0.664516129032258,"Kruskal-Wallis: ns"
"546","A15",1,"Biofilm","WW00","peptide_peptide_polymyxin",0.000508209283422,"read_count",75,4.21163003662982,8,0.838,"Kruskal-Wallis",0.859487179487179,"Kruskal-Wallis: ns"
"547","A15",1,"Biofilm","WW00","peptide_polymyxin_2",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"548","A15",1,"Biofilm","WW00","peptide_polymyxin_peptide_polymyxin",0,"read_count",75,5.9934916753988,8,0.648,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"549","A15",1,"Biofilm","WW00","phenicol",0.0013221287407,"read_count",75,44.6640100250627,8,4.26e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"550","A15",1,"Biofilm","WW00","pleuromutilin",0.000311513468172,"read_count",75,43.9730431271968,8,5.76e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"551","A15",1,"Biofilm","WW00","polymyxin",0,"read_count",75,16.1863585883515,8,0.0398,"Kruskal-Wallis",0.06368,"Kruskal-Wallis: ns"
"552","A15",1,"Biofilm","WW00","polymyxin_peptide",0,"read_count",75,10.4752252252251,8,0.233,"Kruskal-Wallis",0.310666666666667,"Kruskal-Wallis: ns"
"553","A15",1,"Biofilm","WW00","polymyxin_peptide_polymyxin",0,"read_count",75,19.8166125765658,8,0.0111,"Kruskal-Wallis",0.019304347826087,"Kruskal-Wallis: *"
"554","A15",1,"Biofilm","WW00","polymyxin_peptide_peptide_polymyxin",0,"read_count",75,3.33665385555869,8,0.911,"Kruskal-Wallis",0.911,"Kruskal-Wallis: ns"
"555","A15",1,"Biofilm","WW00","rifamycin",0.00628011151834,"read_count",75,44.6556077694235,8,4.28e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"556","A15",1,"Biofilm","WW00","sulfonamide",0.00158508619847,"read_count",75,44.1620551378446,8,5.3e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"557","A15",1,"Biofilm","WW00","tetracenomycin_c",0,"read_count",75,19.4215759882666,8,0.0128,"Kruskal-Wallis",0.0213333333333333,"Kruskal-Wallis: *"
"558","A15",1,"Biofilm","WW00","tetracycline",0.00153547958884,"read_count",75,58.9842982456141,8,7.37e-10,"Kruskal-Wallis",2.948e-08,"Kruskal-Wallis: ****"
"559","A15",1,"Biofilm","WW00","triclosan",0.000265170085222,"read_count",75,50.5510229604296,8,3.2e-08,"Kruskal-Wallis",3.2e-07,"Kruskal-Wallis: ****"
"560","A15",1,"Biofilm","WW00","unclassified",0.0398228645842,"read_count",75,39.557343358396,8,3.87e-06,"Kruskal-Wallis",1.29e-05,"Kruskal-Wallis: ****"
"561","A16",1,"Biofilm","WW30","aminoglycoside",0.0500445578291,"read_count",75,43.8568295739349,8,6.06e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"562","A16",1,"Biofilm","WW30","aminoglycoside_aminocoumarin",5.4753345546e-05,"read_count",75,20.8802260564653,8,0.00747,"Kruskal-Wallis",0.0142285714285714,"Kruskal-Wallis: *"
"563","A16",1,"Biofilm","WW30","antibacterial_free_fatty_acids",6.51621846733e-05,"read_count",75,33.1654823357505,8,5.75e-05,"Kruskal-Wallis",0.00014375,"Kruskal-Wallis: ***"
"564","A16",1,"Biofilm","WW30","bacitracin",0.185146532628,"read_count",75,6.53861528822057,8,0.587,"Kruskal-Wallis",0.73375,"Kruskal-Wallis: ns"
"565","A16",1,"Biofilm","WW30","beta_lactam",0.0369751785535,"read_count",75,53.0412656641604,8,1.06e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"566","A16",1,"Biofilm","WW30","bicyclomycin",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"567","A16",1,"Biofilm","WW30","diaminopyrimidine",0.00769916274293,"read_count",75,21.4006685841667,8,0.00616,"Kruskal-Wallis",0.01232,"Kruskal-Wallis: *"
"568","A16",1,"Biofilm","WW30","fluoroquinolone",0.00249733116368,"read_count",75,33.4643859649123,8,5.08e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"569","A16",1,"Biofilm","WW30","fluoroquinolone_multidrug",0,"read_count",75,10.6418918918917,8,0.223,"Kruskal-Wallis",0.307586206896552,"Kruskal-Wallis: ns"
"570","A16",1,"Biofilm","WW30","fluoroquinolone_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"571","A16",1,"Biofilm","WW30","fluoroquinolone_multidrug_2",0,"read_count",75,13.7336280143845,8,0.089,"Kruskal-Wallis",0.127142857142857,"Kruskal-Wallis: ns"
"572","A16",1,"Biofilm","WW30","fluoroquinolone_multidrug_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"573","A16",1,"Biofilm","WW30","fosfomycin",0.00111210128509,"read_count",75,23.8674660476068,8,0.00241,"Kruskal-Wallis",0.00507368421052632,"Kruskal-Wallis: **"
"574","A16",1,"Biofilm","WW30","fosmidomycin",0.0490680786519,"read_count",75,20.0479573934837,8,0.0102,"Kruskal-Wallis",0.0185454545454545,"Kruskal-Wallis: *"
"575","A16",1,"Biofilm","WW30","fusidic_acid",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"576","A16",1,"Biofilm","WW30","glycopeptide",0.000874140748106,"read_count",75,50.0060401002506,8,4.08e-08,"Kruskal-Wallis",3.264e-07,"Kruskal-Wallis: ****"
"577","A16",1,"Biofilm","WW30","mls",0.0549940195924,"read_count",75,30.4295551378446,8,0.000177,"Kruskal-Wallis",0.000416470588235294,"Kruskal-Wallis: ***"
"578","A16",1,"Biofilm","WW30","multidrug",1.34988609934,"read_count",75,48.8275313283208,8,6.86e-08,"Kruskal-Wallis",4.57333333333333e-07,"Kruskal-Wallis: ****"
"579","A16",1,"Biofilm","WW30","multidrug_fluoroquinolone_multidrug",0,"read_count",75,14.4788998673242,8,0.0701,"Kruskal-Wallis",0.107846153846154,"Kruskal-Wallis: ns"
"580","A16",1,"Biofilm","WW30","mupirocin",0,"read_count",75,14.1325422032091,8,0.0784,"Kruskal-Wallis",0.116148148148148,"Kruskal-Wallis: ns"
"581","A16",1,"Biofilm","WW30","nitroimidazole",0.00494426473397,"read_count",75,34.5096240601504,8,3.28e-05,"Kruskal-Wallis",0.000100923076923077,"Kruskal-Wallis: ***"
"582","A16",1,"Biofilm","WW30","nucleoside",0,"read_count",75,33.3902986535149,8,5.24e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"583","A16",1,"Biofilm","WW30","oxazolidinone",0,"read_count",75,28.1137249194707,8,0.000453,"Kruskal-Wallis",0.00100666666666667,"Kruskal-Wallis: **"
"584","A16",1,"Biofilm","WW30","peptide",0.00855660184693,"read_count",75,52.6050438596491,8,1.29e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"585","A16",1,"Biofilm","WW30","peptide_polymyxin",0.000793758092455,"read_count",75,7.20043337510444,8,0.515,"Kruskal-Wallis",0.664516129032258,"Kruskal-Wallis: ns"
"586","A16",1,"Biofilm","WW30","peptide_peptide_polymyxin",0,"read_count",75,4.21163003662982,8,0.838,"Kruskal-Wallis",0.859487179487179,"Kruskal-Wallis: ns"
"587","A16",1,"Biofilm","WW30","peptide_polymyxin_2",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"588","A16",1,"Biofilm","WW30","peptide_polymyxin_peptide_polymyxin",0,"read_count",75,5.9934916753988,8,0.648,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"589","A16",1,"Biofilm","WW30","phenicol",0.00136259934683,"read_count",75,44.6640100250627,8,4.26e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"590","A16",1,"Biofilm","WW30","pleuromutilin",7.72292559091e-05,"read_count",75,43.9730431271968,8,5.76e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"591","A16",1,"Biofilm","WW30","polymyxin",0,"read_count",75,16.1863585883515,8,0.0398,"Kruskal-Wallis",0.06368,"Kruskal-Wallis: ns"
"592","A16",1,"Biofilm","WW30","polymyxin_peptide",0,"read_count",75,10.4752252252251,8,0.233,"Kruskal-Wallis",0.310666666666667,"Kruskal-Wallis: ns"
"593","A16",1,"Biofilm","WW30","polymyxin_peptide_polymyxin",0,"read_count",75,19.8166125765658,8,0.0111,"Kruskal-Wallis",0.019304347826087,"Kruskal-Wallis: *"
"594","A16",1,"Biofilm","WW30","polymyxin_peptide_peptide_polymyxin",0,"read_count",75,3.33665385555869,8,0.911,"Kruskal-Wallis",0.911,"Kruskal-Wallis: ns"
"595","A16",1,"Biofilm","WW30","rifamycin",0.0182179749992,"read_count",75,44.6556077694235,8,4.28e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"596","A16",1,"Biofilm","WW30","sulfonamide",0.00424406144133,"read_count",75,44.1620551378446,8,5.3e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"597","A16",1,"Biofilm","WW30","tetracenomycin_c",0,"read_count",75,19.4215759882666,8,0.0128,"Kruskal-Wallis",0.0213333333333333,"Kruskal-Wallis: *"
"598","A16",1,"Biofilm","WW30","tetracycline",0.00379310829511,"read_count",75,58.9842982456141,8,7.37e-10,"Kruskal-Wallis",2.948e-08,"Kruskal-Wallis: ****"
"599","A16",1,"Biofilm","WW30","triclosan",0.000778701625971,"read_count",75,50.5510229604296,8,3.2e-08,"Kruskal-Wallis",3.2e-07,"Kruskal-Wallis: ****"
"600","A16",1,"Biofilm","WW30","unclassified",0.0435970994585,"read_count",75,39.557343358396,8,3.87e-06,"Kruskal-Wallis",1.29e-05,"Kruskal-Wallis: ****"
"601","A17",1,"Wastewater","BT_WW","aminoglycoside",0.0932440878085,"read_count",75,43.8568295739349,8,6.06e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"602","A17",1,"Wastewater","BT_WW","aminoglycoside_aminocoumarin",0,"read_count",75,20.8802260564653,8,0.00747,"Kruskal-Wallis",0.0142285714285714,"Kruskal-Wallis: *"
"603","A17",1,"Wastewater","BT_WW","antibacterial_free_fatty_acids",0.000407731075811,"read_count",75,33.1654823357505,8,5.75e-05,"Kruskal-Wallis",0.00014375,"Kruskal-Wallis: ***"
"604","A17",1,"Wastewater","BT_WW","bacitracin",0.173692158135,"read_count",75,6.53861528822057,8,0.587,"Kruskal-Wallis",0.73375,"Kruskal-Wallis: ns"
"605","A17",1,"Wastewater","BT_WW","beta_lactam",0.0623079652179,"read_count",75,53.0412656641604,8,1.06e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"606","A17",1,"Wastewater","BT_WW","bicyclomycin",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"607","A17",1,"Wastewater","BT_WW","diaminopyrimidine",0.00284670423839,"read_count",75,21.4006685841667,8,0.00616,"Kruskal-Wallis",0.01232,"Kruskal-Wallis: *"
"608","A17",1,"Wastewater","BT_WW","fluoroquinolone",0.0028888835296,"read_count",75,33.4643859649123,8,5.08e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"609","A17",1,"Wastewater","BT_WW","fluoroquinolone_multidrug",0,"read_count",75,10.6418918918917,8,0.223,"Kruskal-Wallis",0.307586206896552,"Kruskal-Wallis: ns"
"610","A17",1,"Wastewater","BT_WW","fluoroquinolone_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"611","A17",1,"Wastewater","BT_WW","fluoroquinolone_multidrug_2",0,"read_count",75,13.7336280143845,8,0.089,"Kruskal-Wallis",0.127142857142857,"Kruskal-Wallis: ns"
"612","A17",1,"Wastewater","BT_WW","fluoroquinolone_multidrug_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"613","A17",1,"Wastewater","BT_WW","fosfomycin",0.000840863228311,"read_count",75,23.8674660476068,8,0.00241,"Kruskal-Wallis",0.00507368421052632,"Kruskal-Wallis: **"
"614","A17",1,"Wastewater","BT_WW","fosmidomycin",0.02656758642,"read_count",75,20.0479573934837,8,0.0102,"Kruskal-Wallis",0.0185454545454545,"Kruskal-Wallis: *"
"615","A17",1,"Wastewater","BT_WW","fusidic_acid",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"616","A17",1,"Wastewater","BT_WW","glycopeptide",0.00310235265354,"read_count",75,50.0060401002506,8,4.08e-08,"Kruskal-Wallis",3.264e-07,"Kruskal-Wallis: ****"
"617","A17",1,"Wastewater","BT_WW","mls",0.118517621145,"read_count",75,30.4295551378446,8,0.000177,"Kruskal-Wallis",0.000416470588235294,"Kruskal-Wallis: ***"
"618","A17",1,"Wastewater","BT_WW","multidrug",0.850709233634,"read_count",75,48.8275313283208,8,6.86e-08,"Kruskal-Wallis",4.57333333333333e-07,"Kruskal-Wallis: ****"
"619","A17",1,"Wastewater","BT_WW","multidrug_fluoroquinolone_multidrug",0,"read_count",75,14.4788998673242,8,0.0701,"Kruskal-Wallis",0.107846153846154,"Kruskal-Wallis: ns"
"620","A17",1,"Wastewater","BT_WW","mupirocin",6.55282086125e-05,"read_count",75,14.1325422032091,8,0.0784,"Kruskal-Wallis",0.116148148148148,"Kruskal-Wallis: ns"
"621","A17",1,"Wastewater","BT_WW","nitroimidazole",0.0126438667633,"read_count",75,34.5096240601504,8,3.28e-05,"Kruskal-Wallis",0.000100923076923077,"Kruskal-Wallis: ***"
"622","A17",1,"Wastewater","BT_WW","nucleoside",0,"read_count",75,33.3902986535149,8,5.24e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"623","A17",1,"Wastewater","BT_WW","oxazolidinone",0,"read_count",75,28.1137249194707,8,0.000453,"Kruskal-Wallis",0.00100666666666667,"Kruskal-Wallis: **"
"624","A17",1,"Wastewater","BT_WW","peptide",0.0196796189493,"read_count",75,52.6050438596491,8,1.29e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"625","A17",1,"Wastewater","BT_WW","peptide_polymyxin",0.000878460738218,"read_count",75,7.20043337510444,8,0.515,"Kruskal-Wallis",0.664516129032258,"Kruskal-Wallis: ns"
"626","A17",1,"Wastewater","BT_WW","peptide_peptide_polymyxin",0,"read_count",75,4.21163003662982,8,0.838,"Kruskal-Wallis",0.859487179487179,"Kruskal-Wallis: ns"
"627","A17",1,"Wastewater","BT_WW","peptide_polymyxin_2",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"628","A17",1,"Wastewater","BT_WW","peptide_polymyxin_peptide_polymyxin",0,"read_count",75,5.9934916753988,8,0.648,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"629","A17",1,"Wastewater","BT_WW","phenicol",0.0013287304083,"read_count",75,44.6640100250627,8,4.26e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"630","A17",1,"Wastewater","BT_WW","pleuromutilin",0.000379686081179,"read_count",75,43.9730431271968,8,5.76e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"631","A17",1,"Wastewater","BT_WW","polymyxin",0,"read_count",75,16.1863585883515,8,0.0398,"Kruskal-Wallis",0.06368,"Kruskal-Wallis: ns"
"632","A17",1,"Wastewater","BT_WW","polymyxin_peptide",0,"read_count",75,10.4752252252251,8,0.233,"Kruskal-Wallis",0.310666666666667,"Kruskal-Wallis: ns"
"633","A17",1,"Wastewater","BT_WW","polymyxin_peptide_polymyxin",0,"read_count",75,19.8166125765658,8,0.0111,"Kruskal-Wallis",0.019304347826087,"Kruskal-Wallis: *"
"634","A17",1,"Wastewater","BT_WW","polymyxin_peptide_peptide_polymyxin",0,"read_count",75,3.33665385555869,8,0.911,"Kruskal-Wallis",0.911,"Kruskal-Wallis: ns"
"635","A17",1,"Wastewater","BT_WW","rifamycin",0.0262909902719,"read_count",75,44.6556077694235,8,4.28e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"636","A17",1,"Wastewater","BT_WW","sulfonamide",0.0201539762461,"read_count",75,44.1620551378446,8,5.3e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"637","A17",1,"Wastewater","BT_WW","tetracenomycin_c",0,"read_count",75,19.4215759882666,8,0.0128,"Kruskal-Wallis",0.0213333333333333,"Kruskal-Wallis: *"
"638","A17",1,"Wastewater","BT_WW","tetracycline",0.00727336412988,"read_count",75,58.9842982456141,8,7.37e-10,"Kruskal-Wallis",2.948e-08,"Kruskal-Wallis: ****"
"639","A17",1,"Wastewater","BT_WW","triclosan",0.000742471763422,"read_count",75,50.5510229604296,8,3.2e-08,"Kruskal-Wallis",3.2e-07,"Kruskal-Wallis: ****"
"640","A17",1,"Wastewater","BT_WW","unclassified",0.0677869887442,"read_count",75,39.557343358396,8,3.87e-06,"Kruskal-Wallis",1.29e-05,"Kruskal-Wallis: ****"
"641","A18",1,"Wastewater","BT_WW","aminoglycoside",0.0996747438925,"read_count",75,43.8568295739349,8,6.06e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"642","A18",1,"Wastewater","BT_WW","aminoglycoside_aminocoumarin",0,"read_count",75,20.8802260564653,8,0.00747,"Kruskal-Wallis",0.0142285714285714,"Kruskal-Wallis: *"
